security_code,security_name,quality_tier,carrier,carrier_fact,replication_test,quant_support,quant_note,peer_anchor,erosion,erosion_path,verdict,confidence,reason,sources,evidence_status,industry,roe_median,roe_pctl_median,roe_years_ge15,_batch
002690,美亚光电,L2,品牌定价权＋超额回报,色选机国内市占率 36% 第一，领先中科光电 13% 与布勒（申万 2020 深度）；国产色选机占中国市场 70%+；口腔 CBCT「国产第一」已不成立：2024 国产 CBCT 份额朗视 22.54% > 美亚 17.13%,pass,yes,ROE 中位 21.70、最低 15.78、≥15% 共 11 年；分位中位 83；毛利首末五年 53.9→51.8；归母 CAGR 9.5%；经营现金流÷净利中位 0.95；分红率 86%,对照泰禾智能（色选机第二梯队，ROE 26.7→2.2 十年单向下滑）：同一品类只有美亚维持 15.8-29.4%，差异化在算法数据积累与直属售后网络；CBCT 已被朗视超越，不再是第二载体,medium,CBCT 份额被朗视/菲森/联影蚕食；色选机品类成熟（2026H1 营收 +4.2%）,维持,high,色选机国内 36% 第一、同品类泰禾 ROE 十年跌至 2%，美亚十一年 ROE 最低 15.8%、毛利 52-54%，超额回报持续；CBCT「国产第一」已被朗视超越，应从载体剔除，但不影响主载体。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002690_美亚光电/README.md ; docs/peer-group-calibration/a-share-other-special-machinery.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列） ; https://img3.gelonghui.com/pdf/3e38e-e128a864-d56d-4403-933c-8fc6bb99c051.pdf ; https://maimai.cn/article/detail?fid=1840176087&efid=4r7qR1Nk0ewqlI-kkPpQpg ; https://news.qq.com/rain/a/20250308A06U4S00,external_verified,制造业,21.7,83.0,11,batch_04.jsonl
002714,牧原股份,L2,成本优势＋超额回报,2026-03 完全成本 11.6 元/kg vs 全国均值 14.1；2026H1 头均亏约 66 元 vs 行业自繁自养 300+；2026Q1 纯猪企亏损最浅（ROE −1.57% vs 温氏 −2.59%、新希望 −4.68%）；出栏规模第一、自繁自养一体化＋自主育种；温氏综合成本已逼近至约 11.8,pass,yes,ROE 中位 25.1、最低 −6.4（2023）、≥15% 共 8 年；门类分位中位 88；毛利首末五年 29.2→15.2（猪价周期）；归母 CAGR 38.5%；OCF/NI 2.0；2026H1 −7.5%,对照温氏股份（公司＋农户）：成本差距由>1 元/kg 收窄至约 0.2，但温氏为 30 年在位者非新进入者；对照新希望/天邦：成本与亏损深度差距仍大,medium,温氏等头部成本趋同（差距约 0.2 元/kg）；能繁存栏 3780 万 vs 红线 3750 万拉长低价期；资产负债率 54%、2026H1 经营现金流 −22 亿,维持,high,完全成本 11.6 vs 全国 14.1 元/kg、周期底部亏损最浅，成本曲线最左十年未变；一体化＋育种＋规模无法在 3-5 年内由资金复制；十年 ROE 中位 25%、8 年≥15%，超额回报已兑现；温氏逼近为侵蚀而非破坏。,data/interim/moat_audit_2026-09-07/batch_01_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002714_牧原股份/README.md ; docs/peer-group-calibration/a-share-livestock-breeding.md ; https://stock.cfi.cn/p20260820002021.html ; https://xmsyj.moa.gov.cn/jcyj/202608/t20260811_6486584.htm ; https://www.huxiu.com/article/4877215.html ; https://www.jiemian.com/article/13795536.html,external_verified,农林牧渔,25.1,88.0,8,batch_01.jsonl
002916,深南电路,L2,客户锁定＋成本优势,封装基板占国内内资厂商 63.36%（2022）、内资第一；FC-BGA 22 层及以下量产、ABF 良率突破 80%，广州基板厂爬坡；内资四厂合计仅占全球约 6%，全球由欣兴/揖斐电主导——载体是国内稀缺而非全球领先；通信/服务器高多层板核心供应商,pass,yes,ROE 中位 18.71、最低 11.07（2023 低谷）、≥15% 共 7 年；分位中位 78；毛利首末五年 22.6→25.2 上行、FY2025 28.3；归母 CAGR 35.1%；经营现金流÷净利中位 1.59,对照兴森科技（同做基板，ROE 17.7→−3.9）与沪电（AI 板 ROE 24-29 更高但无基板）：深南 2022-23 低谷仍 11-15%，兴森同期转亏，基板+高多层板平台的回报持续性成立,medium,ABF 载板重资本开支与爬坡；AI 服务器周期；与台日载板龙头技术差距,维持,high,封装基板内资 63% 第一、高多层通信/服务器板核心供应商，基板认证与良率需十年积累；2022-23 低谷 ROE 仍 11-15% 而兴森转亏，十一年 ROE 中位 18.7%、毛利上行，载体已转化为持续回报。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002916_深南电路/README.md ; docs/peer-group-calibration/a-share-electronic-components.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列） ; https://www.baogaobox.com/insights/250528000010690.html ; https://finance.sina.com.cn/stock/relnews/cn/2026-03-30/doc-inhsuvan3820375.shtml ; https://www.fsemi.tech/cms/equipment_materials/1868.html,external_verified,制造业,18.71,78.0,7,batch_04.jsonl
002920,德赛西威,L2,客户锁定＋超额回报,座舱域控 2025 1-7 月装机 >75 万套、份额 15.6% 第一（约博世两倍）；智驾域控外供 Tier1 第一（英伟达 Orin/Thor 主流方案），但比亚迪自研占 37% 领先；理想/小鹏/奇瑞/吉利等广定点,pass,yes,ROE 中位 21.67、最低 7.13（2019）、≥15% 共 8 年；分位中位 94；毛利首末五年 25.3→21.3，2022 至 2026Q1 由 24.0 降至 18.6；归母 CAGR 21.2%；经营现金流÷净利中位 0.86；2026H1 营收/归母仅 +1.8%,对照华阳（ROE 11.7、毛利 16.8）、经纬恒润（连年亏损）、均胜（ROE 9.4）：德赛是国内唯一在座舱与智驾域控同时居前且 ROE >20% 的 Tier1，差异化在车规软件+英伟达生态+量产记录,high,车企自研域控（比亚迪智驾域控 37%）；年降致毛利 5pp 侵蚀；理想等大客户放缓；华为/Momenta 方案挤压,维持,medium,座舱域控 15.6% 第一、智驾域控外供第一，车规软件+英伟达生态+定点广度需多年积累；十一年 ROE 中位 21.7%、分位 94，远高于华阳/恒润/均胜；毛利 5pp 侵蚀与车企自研属高侵蚀路径。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002920_德赛西威/README.md ; docs/peer-group-calibration/a-share-auto-parts.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列） ; https://www.12365auto.com/news/20250916/554960.shtml ; https://ne-time.cn/web/article/36818 ; https://i.gasgoo.com/news/70426903.html,external_verified,制造业,21.67,94.0,8,batch_04.jsonl
002938,鹏鼎控股,L2,成本优势＋客户锁定,Prismark 2025 全球 PCB 营收第一（臻鼎 58.69 亿美元，第二欣兴 42.25 亿），2017 年起连续第一；苹果 FPC 主力供应商（同列东山/旗胜/永丰/藤仓/台郡），苹果收入占比约七成,pass,partial,ROE 中位 14.68、最低 9.34、≥15% 共 5 年；分位中位 70；毛利首末五年 20.2→21.6；营收 CAGR 8.6%；经营现金流÷净利中位 1.95；2023-25 ROE 11.4-11.7；2026Q1 扣非 −31.9%,对照东山精密（收购 MFLEX 进入苹果 FPC，ROE 1.4-15.3、中位约 10）：鹏鼎十一年逐年高于东山，资本买来的产能没有买来良率与回报；对照沪电（AI 硬板 ROE 24-29）鹏鼎低一档,high,苹果单客户约七成；FPC 品类成熟（营收 CAGR 8.6%）；AI 硬板转型未验证（2026Q1 扣非 −32%）,维持,medium,全球 PCB 营收第一连续 9 年、苹果 FPC 主力；东山靠收购进入同一位置但 ROE 逐年低于鹏鼎，规模良率壁垒经受过资本复制；ROE 中位 14.7%、最低 9.3% 无亏损；侵蚀高（苹果七成、扣非 −32%）。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002938_鹏鼎控股/README.md ; docs/peer-group-calibration/a-share-electronic-components.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列） ; https://technews.tw/2026/06/12/pcb-prismark-report-2025/ ; https://www.21jingji.com/article/20250916/herald/860c997fab16f08bb3779a8f6039385c.html,external_verified,制造业,14.68,70.0,5,batch_04.jsonl
300015,爱尔眼科,L2,成本优势＋定价权,2025 年报：营收 223.53 亿(+6.5%)，门诊 1889 万人次(+11.5%)、手术 168 万例(+5.8%)；2025-06 全球机构 976 家、境内医院 355 家+门诊部 240 家；华厦眼科 64 家医院，2021 门诊量爱尔 1020 万 vs 华厦 167 万/普瑞 97 万；屈光 2025H1 46.18 亿(+11.1%),pass,yes,FY2015-2025 ROE 中位 19.6、最低 15.0(2025)、≥15% 10/11 年（2025 14.97 四舍五入）；分位中位 86、11 年均≥79；毛利 47.1→49.7（2025 47.1，2026H1 46.1）；营收 CAGR 21.6%、归母 22.4%；OCF/NI 1.95；ROE 2021 起由 20.6 连降至 15.0,对照华厦/普瑞/何氏（规模差 5-10 倍、ROE 显著更低）：民营眼科无同量级对手；判例：Q2=70 可攻破（连锁模式可复制，但医生储备与网络需十年）；校准文档 medical-services 保留,medium,屈光/视光消费疲软（2026H1 归母 −33.8%，毛利五年由 51.9 降至 46.1）；并购商誉减值；医保监管与舆情,维持,high,载体为分级连锁网络+医生培养体系+品牌：全球 976 家机构、年门诊 1889 万人次，华厦 64 家医院不在一个量级；新进入者买不到医生与十年网络。11 年 ROE≥15%（2025 14.97）、分位≥79。,data/interim/moat_audit_2026-09-07/batch_10_input.json ; data/companies/300015_爱尔眼科/README.md ; docs/peer-group-calibration/a-share-medical-services.md ; https://www.cs.com.cn/ssgs/01/2026/04/24/detail_2026042410006784.html ; https://static.cninfo.com.cn/finalpage/2025-08-27/1224582918.PDF ; https://m.thepaper.cn/newsDetail_forward_31541028,external_verified,卫生,19.64,86.0,10,batch_10.jsonl
300033,同花顺,L2,网络效应＋超额回报,"2025 易观千帆第三方证券 App 月活：同花顺 3,502 万、东方财富 1,714 万、大智慧 1,192 万，领先第二名约 2 倍；2025 ROE 38.5%、毛利 91.5%；同时是券商行情交易系统供应商（2B 工作流嵌入）；腾讯自选股、蚂蚁、东财多年进攻未改变月活排序",pass,yes,ROE 中位 25.55、最低 20.19（2018）、11 年全部 ≥15%；门类分位中位 99、最低 96、≥80 共 11 年；毛利首末五年 89.8→90.2；营收 CAGR 15.4%、归母 12.8%；经营现金流÷净利中位 1.13,对照东方财富（同批）：同花顺缺牌照闭环、变现层次浅，但月活 2 倍、ROE 更高；对照大智慧：同期掉队至第三，说明入口地位非行业普遍；校准文档直接观察,medium,AI 行情/投顾入口重构（大模型玩家入局）；收入对两市成交额高弹性（2018 ROE 20.2% 为下沿）,维持,high,"载体为C端行情终端网络效应与工作流锁定：2025月活3,502万，为第二名东财1,714万的2倍；十年ROE中位25.6%、最低20.2%、11年分位≥96，超额回报持续，腾讯/蚂蚁/东财多年未撼动，复制测试通过。",https://finance.sina.cn/2026-04-17/detail-inhuvreu6253261.d.html ; https://finance.sina.com.cn/stock/aigcy/2025-12-29/doc-inhemuku4980142.shtml ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; docs/peer-group-calibration/a-share-internet-finance.md ; data/companies/300033_同花顺/README.md,external_verified,金融业,25.55,99.0,11,batch_12.jsonl
300054,鼎龙股份,L2,客户锁定,CMP 抛光垫国内唯一规模化供应商、已导入主要 12 吋晶圆厂（内资抛光垫约九成为分层表口径，本轮未外证）；YPI/PSPI 显示材料国产独家批量；半导体材料板块毛利 50.85%（FY2025）、2026H1 整体毛利 58.8%；归母 2023 2.22 亿→2025 7.20 亿→2026H1 5.29 亿（+70%）,pass,partial,ROE 中位 8.97、最低 −4.39（2020 打印耗材减值）、≥15% 共 0 年；分位中位 45；毛利首末五年 36.5→41.2、FY2025 50.9 上行；归母 CAGR 16.3%；经营现金流÷净利中位 1.49；ROE 2023 4.9→2025 12.8→2026H1 9.8（半年）,对照安集科技（CMP 抛光液，同一晶圆厂客户与认证周期，ROE 2016-25 11-25、中位约 16）：鼎龙半导体板块正向安集口径收敛，十年低回报系 2013-20 材料投入期与打印耗材旧业务拖累,medium,杜邦/陶氏价格反制；第二家国产抛光垫厂商出现；出口管制与晶圆厂开工,维持,medium,国内唯一规模化 CMP 抛光垫供应商，配方+晶圆厂认证耗时约 7 年、无第二家跟上；十年 ROE 平庸有结构性解释（材料投入期+旧耗材业务），毛利 36→51 上行、归母两年 3 倍，回报正在兑现。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/300054_鼎龙股份/README.md ; docs/peer-group-calibration/a-share-semiconductor-materials.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列）,repo_only,制造业,8.97,45.0,0,batch_04.jsonl
300059,东方财富,L2,网络效应＋客户锁定,"2025 末天天基金非货保有 7,701 亿、股混 4,456 亿（市占 4.11%，全行业第三，居蚂蚁与招行之后、独立三方第一）；东方财富证券股基成交市占 3.85%、融资市占 3.33%（逐年提升）；第三方证券 App 月活 1,714 万（第二）；2025 归母 120.85 亿，上市券商首家破百亿；互联网券商全牌照闭环",pass,partial,ROE 中位 12.64、最低 4.86（2017）、≥15% 共 3 年；门类分位中位 87、≥80 共 7 年；毛利首末五年 37.5→65.9；归母 CAGR 20.7%；经营现金流÷净利中位 0.49（券商客户资金口径失真）。2016-2019 低 ROE 的结构性原因：2015 收购券商后连续定增/转债扩充净资本的投入期叠加熊市；2020 起 ROE 12-22%，高于头部券商 8-9%,对照同花顺：流量第二但牌照闭环变现更深；对照招商银行（基金销售第二）：东财在股民客群份额持续升，基金保有已被蚂蚁大幅超越——护城河在股民社区+经纪闭环，分层表「蚂蚁未撼动」仅在股民端成立,medium,佣金率与公募费率改革压缩单位变现；AI 投顾入口重构；基金销售端已被蚂蚁超越、招行紧随,维持,high,"载体为股民流量与交易工作流叠加券商牌照闭环：股基成交市占3.85%、两融3.33%逐年升，非货基金保有7,701亿行业第三，月活1,714万；2020起ROE 12-22%高于头部券商，早年低ROE为净资本投入期，复制测试通过。",http://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/827492489600/index.phtml ; https://www.21jingji.com/article/20260324/herald/600c6b527f43c7a9af0ccfe456e71c23.html ; https://finance.sina.cn/2026-04-17/detail-inhuvreu6253261.d.html ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; docs/peer-group-calibration/a-share-internet-finance.md ; data/companies/300059_东方财富/README.md,external_verified,金融业,12.64,87.0,3,batch_12.jsonl
300124,汇川技术,L2,客户锁定＋成本优势,通用伺服国内份额第一（约三成，2022 起超越外资）、低压变频器国内第一、中小型 PLC 国产第一，20 余条产品线覆盖数十行业；新能源车电控为第三方前三；2026H1 营收 246.75 亿 +20%,pass,yes,ROE 中位 21.49、最低 13.79（2019）、≥15% 共 10 年；分位中位 80；毛利首末五年 44.2→32.2、FY2025 29.0（电控占比与价格竞争）；营收 CAGR 32.2%；经营现金流÷净利中位 0.73；ROE 2021 27.4→2025 16.3 下行,对照埃斯顿（ROE ≤12、2024 −36）、信捷电气（27→10）：汇川十一年 ROE 逐年高于全部国产工控同业，差异化在行业线应用工程与渠道服务体系,medium,毛利十年降 15pp（电控低毛利+伺服价格战）；ROE 27→16 单向下行；制造业资本开支周期,维持,high,伺服/低压变频/中小 PLC 国产第一，行业线 know-how 逐行业积累二十年，外资在退；十一年 ROE 最低 13.8%、中位 21.5%，逐年高于埃斯顿/信捷；毛利 44→29 与 ROE 下行是侵蚀路径而非载体破坏。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/300124_汇川技术/README.md ; docs/peer-group-calibration/a-share-industrial-robots.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列）,repo_only,制造业,21.49,80.0,10,batch_04.jsonl
