security_code,security_name,q1_business_model_score,q2_moat_score,q2_reason,q3_capital_allocation_score,q4_management_score,credibility_deduction,quality_score,quality_tier,tier_reason,prior_tier,primary_strategy_tag,flags,score_reason,batch,evidence_status,evidence_note,evidence_sources,score_version,scored_at
002156,通富微电,58,74,,66,68,-2,65.5,L2,护城河强（Q2=74）足以倚仗，但生意模式塌陷（Q1=58）——降一档不越档,L3,D-产业链爆发/关键瓶颈型,short_board(Q1),AMD绑定深度是真实差异化；封测重资产低毛利+客户强势+持续巨额资本开支,B8半导体设计,corrected,**Q2 打低**：全球第四、国内第二；**承接 AMD 80% 以上的 CPU/GPU/AI 芯片封测订单**——这是极深的客户锁定；VISionS 平台具备 5nm 量产能力、3nm 已验证，加码 CPO 封装。2026 全球先进封装产能同比 +80%，CoWoS/HBM 紧缺持续至 2027。68→74，**升 L2**。,caifuhao 先进封装竞争格局调研(2026-05-20); sina 12家半导体企业分析,v0.4,2026-07-31
300351,永贵电器,62,68,,64,66,0,65.4,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L4,G-股东回报型低估,,轨交连接器份额，新能源业务竞争激烈、门槛一般,B14其他,corrected,**Q2 打低**：**1979 年研制中国第一套铁路机冷车连接器、1997 年成为铁道部连接器定点企业**——铁路定点资质与四十余年积累是真实的认证壁垒；轨交连接器规模高于华丰科技与南京康尼，为国产轨交连接器龙头。62→68。（新能源业务竞争激烈属实，已在 Q1 反映）,zhuanlan.zhihu.com/p/2035021207100198920 国产轨道交通连接器龙头永贵电器,v0.4,2026-07-31
000893,亚钾国际,62,74,,66,60,-2,65.3,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,F-垄断资源型,governance_open_issue,老挝钾盐矿权资源硬但地缘单一；Q3/Q4 扩产反复、股东减持、实控人变更史,B5资源,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式不适用。老挝钾盐矿权资源硬但地缘单一，74 合理；治理由旗标与扣分承担。维持,—,v0.4,2026-07-31
002180,奔图科技,58,72,,62,64,0,65.3,L2,护城河强（Q2=72）足以倚仗，但生意模式塌陷（Q1=58）——降一档不越档,L4,E-落难白马型,short_board(Q1),国产打印机唯一自主+信创，但对标惠普佳能差距巨大；耗材模式未成规模,B12软件,corrected,**Q2 打低，漏计了主控芯片自研这一硬壁垒**：公司是**国产打印机龙头且自研主控芯片**——打印机主控 SoC 全球仅惠普/佳能/爱普生等少数厂商掌握，这是极高的技术门槛，非「对标惠普佳能差距巨大」可概括。主控芯片纳入安可评估范围后，**2025H1 信创市场打印机出货同比 +65%**；与华为鸿蒙完成战略合作、200+ 产品全系列适配；2026Q1 打印机业务收入 84.5 亿环比 +20.73%，海外销量 **+58.75%**；已剥离利盟聚焦自主品牌。66→72。,cls.cn/detail/1902936; 东吴证券 国产打印机龙头竞争力持续强化(2025-08-14),v0.4,2026-07-31
300450,先导智能,60,73,,68,70,-3,65.3,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,short_board(Q1),锂电整线设备全球第一+客户绑定；设备订单周期+应收极重+客户集中,B10电新,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：**模式1**。锂电整线设备**全球第一**+客户绑定，原判仅记应收与周期而未计全球第一的规模与整线能力。70→73,—,v0.4,2026-07-31
002714,牧原股份,52,79,成本曲线最左（自繁自养+育种+管理）——运营护城河，非资产锁,68,74,-4,65.3,L2,护城河强（Q2=79）足以倚仗，但生意模式塌陷（Q1=52）——降一档不越档,L2,F-垄断资源型,short_board(Q1),Q1 纯商品猪周期；Q2 成本曲线最左（自繁自养+育种+管理，行业最低成本）是真实运营护城河,anchor,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。**成本曲线最左**（自繁自养+育种+管理，行业最低完全成本）是可验证的运营护城河。78→79,—,v0.4,2026-07-31
002465,海格通信,64,70,,64,66,-2,64.7,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L4,D-产业链爆发/关键瓶颈型,,军用通信+北斗牌照，但竞争者多；Q3 并购商誉与回报差；应收大,B6军工,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：**模式1（份额小≠无护城河）**。军用通信+**北斗导航牌照为法定资质**，非「竞争者多」可一笔带过。68→70（并购商誉与回报差仍由 Q3 与扣分反映）,—,v0.4,2026-07-31
000998,隆平高科,56,74,,58,62,0,64.5,L2,护城河强（Q2=74）足以倚仗，但生意模式塌陷（Q1=56）——降一档不越档,L3,C-GARP成长型,short_board(Q1),水稻种质资源+品种权+生物育种储备真实，但商业化差；并购巨额商誉减值,B14其他,corrected,**Q2 打低**：水稻**市场份额稳居全国龙头**，2023 年度杂交水稻全国推广面积**前 10 大品种中占七席**；转基因方面首批过审 37 个玉米品种中有 **8 个（21.6%）、审定数量行业第一**；已进入**全球种业前八**；裕丰303 全国玉米推广面积第一。品种权是法律 IP 锁，非「商业化差」可概括。68→74，**升 L2**。（商誉减值与营收下滑仍由 Q1/Q3 与扣分反映）,stcn.com/article/detail/1193026; cls.cn/detail/1016063,v0.4,2026-07-31
688256,寒武纪,55,74,,62,66,-2,63.65,L2,护城河强（Q2=74）足以倚仗，但生意模式塌陷（Q1=55）——降一档不越档,L2,D-产业链爆发/关键瓶颈型,short_board(Q1),Q2 国产AI算力稀缺+制裁受益，生态在建；Q1 长期巨亏+客户极度集中+需持续巨额研发；多次定增摊薄,B8半导体设计,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式不适用。国产 AI 算力稀缺+制裁受益真实，但对标昇腾/英伟达差距大、生态在建，74 合理。维持,—,v0.4,2026-07-31
002466,天齐锂业,58,80,格林布什全球最优锂辉石矿+SQM权益，资源禀赋顶级（财务问题不入Q2）,52,62,-3,63.2,L2,护城河强（Q2=80）足以倚仗，但生意模式塌陷（Q1=58）——降一档不越档,L3,F-垄断资源型,short_board(Q1),格林布什全球最优锂辉石矿+SQM权益资源顶级；Q3 高杠杆收购SQM几近爆雷+配股摊薄，资本配置重大污点,B5资源,calibration_model_knowledge,,,v0.4,2026-07-31
688516,奥特维,60,67,,66,68,-2,63.2,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,D-产业链爆发/关键瓶颈型,short_board(Q1),串焊机份额高，但光伏资本开支断崖,B10电新,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。串焊机份额高，光伏资本开支断崖属周期，已由 Q1 承担。66→67,—,v0.4,2026-07-31
002153,石基信息,60,67,,58,62,0,62.7,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L4,E-落难白马型,short_board(Q1),酒店PMS份额+国际化，但Oracle/云厂商竞争；转型SaaS多年亏损无回报,B12软件,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。酒店 PMS **国内份额第一**+国际化布局，份额第一未被原判计入；转型亏损由 Q1/Q3 承担。66→67,—,v0.4,2026-07-31
000100,TCL科技,50,72,,54,64,-3,58.7,L2,护城河强（Q2=72）足以倚仗，但生意模式塌陷（Q1=50）——降一档不越档,L3,D-产业链爆发/关键瓶颈型,short_board(Q1),LCD双寡头格局改善是真实的，但面板重资产+商品定价+必须持续投下一代产线；多轮定增摊薄+中环光伏亏损,B12软件,corrected,同面板行业判断（见京东方A）。TCL 华星为国内第二，2025 承接 LGD 广州厂进一步提升集中度。Q2 66→72，Q1 42→50。**升 L2**。中环光伏亏损属独立问题，已在 Q3 与扣分反映。,sina 面板行业中报冰火两重天(2026-07-15),v0.4,2026-07-31
002460,赣锋锂业,48,72,,54,66,-3,58.5,L2,护城河强（Q2=72）足以倚仗，但生意模式塌陷（Q1=48）——降一档不越档,L3,F-垄断资源型,short_board(Q1),Q1 锂盐加工被上下游挤压；Q3 周期顶部高价并购+减值是资本配置反面判例,anchor,corrected,**Q2 打低**：**在手产能 28 万吨/年、全球锂业第一**；**全球唯一同时掌握卤水提锂、矿石提锂、回收提锂三种产业化技术**；资源自给率由 2025 年 50%+ 提升至 60-70%，目标 2026 年底 70%+。技术护城河真实，非「锂盐加工被上下游挤压」。62→72。（Q1=48 保留——商品属性与剧烈周期由 2023-25 亏损坐实）,caifuhao.eastmoney.com/news/20260408110102013619260; 2025年半年度报告(002460),v0.4,2026-07-31
000725,京东方A,50,72,,50,62,-3,57.6,L2,护城河强（Q2=72）足以倚仗，但生意模式塌陷（Q1=50）——降一档不越档,L3,D-产业链爆发/关键瓶颈型,short_board(Q1),Q1 40：史诗级重资产+商品定价+必须持续投下一代产线；Q3 多轮巨额定增摊薄史,anchor,corrected,**Q1/Q2 均打低，判断基于已过时的行业结构**：中国已占全球 LCD 份额 **70%+**，京东方+TCL华星+惠科前三合计近 60%；**三星 2022 已完全退出 LCD**，LGD 持续收缩、2025 广州厂交割 TCL 后海外 LCD TV 产能仅剩一家日本厂；**2026 全球无新建 LCD 产线或扩产计划，中期供给锁定**。我原判「必须持续投下一代产线」是历史视角——全球 LCD 资本开支实际已停。且 **2025 为折旧峰值年，2026 起逐步下降、2027-28 降幅更大**，2026 中报利润大涨。Q2 62→72（真实寡头+供给锁定），Q1 40→50（折旧过峰，但 8.6代 OLED 仍是重资本承诺、面板仍商品定价）。**升 L2**。,sina 京东方TCL华星利润大涨(2026-07-16); caifuhao 显示面板行业将走向何方,v0.4,2026-07-31
300296,利亚德,50,72,,52,60,-4,56.7,L2,护城河强（Q2=72）足以倚仗，但生意模式塌陷（Q1=50）——降一档不越档,L4,D-产业链爆发/关键瓶颈型,"short_board(Q1,Q2)",项目制集成+价格战+多元化回报差——全样本最低分，钉住下界,anchor,corrected,**Q2 严重打低（原 52 为全样本最低之一，判错）**：**全球 LED 显示市占率连续七年第一（11.4%）**；小间距国内份额 18%、**高端市场超 90%**；2026Q1 微间距（P1.0 及以下）利亚德/三星/洲明前三合计 48.5% 全球出货；Micro LED 无衬底芯片技术突破，无锡利晶 1200kk/月产能。52→72。（Q1=50 保留——项目制+价格战属实）,caifuhao.eastmoney.com/news/20260526154951630722610; pjtime.com/2026/6/m262627147278,v0.4,2026-07-31
301498,乖宝宠物,76,64,,74,72,0,70.2,L3,护城河本身弱（Q2=64<66）,L2,C-GARP成长型,,宠物食品复购+品牌溢价在建，但品类门槛低、代工出身,B3家电,verified,中国宠物狗食品份额第三（玛氏 8.6%、乖宝 4.9%、中宠 3.6%），国产收入品牌第一；麦富迪天猫双11 连续四年第一、份额升至 7%。但 4.9% 份额处于高度分散市场，且「高端转型承压」显示品牌溢价能力有限，品类门槛低。Q2=64 成立，维持 L3。,qianzhan 2026中国宠物食品行业全景图谱; news.qq.com/rain/a/20260605A02BAG00,v0.4,2026-07-31
300360,炬华科技,68,64,,72,70,0,67.5,L3,护城河本身弱（Q2=64<66）,L3,C-GARP成长型,,电表招标制、无差异化,B10电新,verified,原判基本坐实。国网智能电表招标市占率位列**前五/前十**，2021 年份额约 **3%**；行业参与者众多（三星医疗、威思顿、华立、许继、林洋、威胜、海兴、科陆等），**招标制下无定价权**。2026 年国网第一次招标中标 9 包、1.92 亿元。承认前五地位故 62→64，但份额 3% 与招标制结构使其**维持 L3**。,sohu.com/a/1019924791; m.gelonghui.com/p/605312 智能电表竞争格局,v0.4,2026-07-31
603156,养元饮品,72,60,,76,64,0,66.8,L3,护城河本身弱（Q2=60<66）,L3,G-股东回报型低估,short_board(Q2),六个核桃单品依赖、配方无壁垒、区域收缩；Q3 高分红,B1消费,verified,原判方向被强力坐实。核桃乳细分市占 41.2%（2020）确为领先，故 58→60；但**侵蚀已充分兑现**：六个核桃销量由 2018 年 85.68 万吨跌至 2025 年 **47.85 万吨（七年腰斩）**，2025 营收 -11.91%、六个核桃营收 -17.55%；核桃乳市场分散、竞争者众（承德露露等）。单品依赖+品类萎缩+配方无壁垒三者叠加，**维持 L3**。,huxiu.com/article/4861398; chyxx.com 核桃乳行业发展现状报告,v0.4,2026-07-31
300474,景嘉微,58,70,,62,66,0,64.8,L3,护城河仅及格（Q2=70）且生意模式塌陷（Q1=58），无可倚仗项,L3,D-产业链爆发/关键瓶颈型,short_board(Q1),军用GPU定型独家，但民用完全无竞争力、市场小、亏损,B8半导体设计,verified,军用显控与信创台式机渗透率高、型号绑定真实，但业务规模小且持续亏损：2025 营收 7.20 亿、归母净利 **-1.65 亿**；2026Q1 营收 8414 万 **-17.87%**、净利 -5608 万，研发费用 +102.67%。JM11 仅小批量出货，通用 GPU 无竞争力。Q1=58、Q2=70 成立，**维持 L3**。,eeo.com.cn/2026/0514/875592; stcn.com/article/detail/3802903,v0.4,2026-07-31
300341,麦克奥迪,64,64,,66,66,0,64.7,L3,护城河本身弱（Q2=64<66）,L4,C-GARP成长型,,显微镜对标蔡司差距大、绝缘件业务分散,B11机械,verified,原判坐实。在教育显微镜及常规临床显微镜领域保有稳定份额，但**产品重心集中于中端及普及型市场，尖端技术领域投入与成果同顶尖品牌（蔡司等）差距明显**；国产显微镜在部分细分领域市占约 40%，技术差距在缩小但未消除。承认稳定份额故 62→64，**维持 L3**。,sohu.com/a/984817497; m.chinabgao.com/top/brand/101019 显微镜十大品牌,v0.4,2026-07-31
000157,中联重科,56,68,,70,70,-3,62.7,L3,护城河仅及格（Q2=68）且生意模式塌陷（Q1=56），无可倚仗项,L3,C-GARP成长型,short_board(Q1),起重机/混凝土机械份额，海外在追；强周期+应收,B11机械,corrected,**全球第 11**（68.12 亿美元），规模较三一/徐工明显小一档；但 2025H1 毛利率 **28.15%**，三巨头中领先。Q2 64→68（承认真实份额但规模差一档）。**仍 L3**——护城河仅及格且 Q1=56 塌陷，与三一/徐工的差异是规模量级而非同档。,finance.sina.com.cn/wm/2026-06-18; caifuhao 以中联重科为样本看工程机械大趋势,v0.4,2026-07-31
002236,大华股份,56,70,,60,68,-3,61.2,L3,护城河仅及格（Q2=70）且生意模式塌陷（Q1=56），无可倚仗项,L3,C-GARP成长型,short_board(Q1),被海康全方位覆盖、无不可替代利基（dominated）,anchor,corrected,**`dominated` 旗标判错**：Dominance Rejection Test 要求「被更强同行**全面**覆盖且**无不可替代利基**」。实况是安防呈**两超多强**格局——海康与大华**同处第一梯队**，宇视/商汤/旷视在第二梯队。大华 2025 营收 327 亿、净利 38.6 亿，毛利率 40.62%（+1.78pct）、净利 +32.77%，**增速高于海康**。体量小 ≠ 被全面覆盖。移除旗标，Q2 60→70（全球第二、自有算法产品渠道栈，但规模与创新孵化结构性落后）。**仍判 L3**，但理由改为「护城河仅及格（70<72）且生意模式塌陷（Q1=56）」而非 dominated。,caifuhao.eastmoney.com/news/20260422154738175562620; yicai.com/news/102148065,v0.4,2026-07-31
300146,汤臣倍健,56,62,,58,66,0,60.3,L3,护城河本身弱（Q2=62<66）,L4,E-落难白马型,"short_board(Q1,Q2)",品牌被渠道变迁侵蚀中（药店→线上无壁垒）、LSG并购巨额减值,anchor,corrected,份额确认为**行业第一 9.3%**（欧睿 2024，维生素与膳食补充剂零售），高于原判隐含水平，故 54→62。但**侵蚀已兑现**：线上渠道销售占比由 2010 年 3.1% 升至 2024 年 58%，传统药店/商超渠道优势瓦解；行业竞争加剧使集中度下降、**头部份额被稀释**；公司营收「九连降」。**仍 L3**（Q2<66）——原判方向正确、幅度过重。,m.cbndata.com/information/294362; m.163.com/dy/article/KSO35RQL05198NMR,v0.4,2026-07-31
300232,洲明科技,52,68,,58,62,-3,58.1,L3,护城河仅及格（Q2=68）且生意模式塌陷（Q1=52），无可倚仗项,L4,D-产业链爆发/关键瓶颈型,"short_board(Q1,Q2)",LED显示份额但门槛低；项目制+价格战+应收,B12软件,corrected,**Q2 打低**：全球微间距前三（与利亚德、三星合计 48.5% 全球出货）；**Micro-LED 量产转移良率 ≥99.99%**，模组成本较 2024 降超 40%；P0.4 间距 MIP 已量产。56→68。**仍 L3**——Q1=52 塌陷且 Q2<72，项目制与价格战未改善。,pjtime.com/2026/6/m262627147278; ledinside.cn/fsa/20250912-60059,v0.4,2026-07-31
